1605107760.000000, 1605107760.000000, 1605107760.000000
32.000000, 32.000000, 32.000000
-23,-59,14
-22,-59,14
-22,-58,15
-22,-59,15
-22,-59,15
-23,-58,14
-24,-58,14
-24,-58,15
-25,-59,15
-25,-60,15
-25,-60,15
-24,-60,15
-23,-60,16
-22,-59,16
-21,-55,16
-21,-54,15
-21,-51,15
-22,-52,15
-22,-54,16
-22,-57,16
-21,-57,18
-25,-59,22
-25,-59,23
-25,-63,24
-25,-68,25
-23,-66,29
-21,-58,29
-18,-50,27
-18,-50,27
-20,-54,26
-21,-59,26
-20,-58,25
-19,-53,23
-18,-52,22
-15,-62,20
-16,-61,21
-21,-53,22
-25,-50,20
-25,-50,20
-19,-49,21
-16,-48,21
-17,-50,18
-17,-54,17
-19,-58,16
-21,-58,17
-23,-56,18
-26,-57,21
-26,-58,22
-24,-56,27
-24,-56,29
-24,-55,30
-24,-55,29
-24,-56,28
-24,-57,27
-24,-57,26
-25,-57,24
-25,-56,23
-25,-56,22
-25,-54,22
-29,-50,23
-31,-49,22
-29,-47,22
-24,-50,24
-22,-52,25
-19,-58,25
-19,-62,24
-23,-65,23
-24,-63,21
-25,-56,19
-25,-54,18
-24,-55,15
-25,-62,15
-25,-64,16
-24,-64,15
-24,-62,15
-24,-57,14
-24,-56,13
-25,-58,12
-25,-63,13
-23,-64,14
-20,-62,13
-19,-60,12
-20,-56,11
-22,-56,11
-26,-58,10
-27,-57,10
-26,-56,10
-25,-63,11
-25,-64,12
-26,-61,15
-26,-59,16
-22,-58,19
-21,-56,20
-22,-56,22
-23,-58,22
-23,-60,22
-20,-57,23
-18,-57,22
-15,-56,22
-16,-56,20
-18,-55,18
-20,-55,16
-23,-56,15
-24,-57,14
-26,-57,13
-25,-57,13
-23,-58,13
-22,-59,13
-22,-59,14
-23,-59,13
-24,-59,13
-24,-59,14
-24,-58,15
-24,-58,15
-24,-58,16
-24,-58,17
-24,-58,17
-23,-58,18
-23,-58,18
-24,-58,19
-24,-58,18
-23,-59,18
-23,-58,18
-23,-57,18
-23,-57,18
-23,-57,17
-23,-57,17
-23,-57,16
-23,-58,16
-23,-58,16
-23,-59,16
-23,-59,16
-22,-60,16
-22,-59,16
-23,-57,16
-23,-56,16
-23,-56,16
-22,-56,16
-22,-56,17
-22,-57,17
-22,-58,17
-22,-58,16
-22,-58,16
-23,-58,16
-23,-58,16
-23,-58,16
-23,-58,16
-23,-59,16
-23,-59,17
-24,-59,17
-24,-60,18
-23,-60,18
-23,-61,19
-22,-60,19
-21,-59,20
-20,-57,20
-20,-56,19
-20,-56,17
-20,-57,16
-19,-56,17
-26,-52,16
-30,-51,16
-31,-50,15
-28,-51,15
-19,-53,17
-17,-54,19
-17,-57,17
-19,-59,16
-22,-61,14
-23,-61,14
-25,-61,13
-33,-58,13
-36,-57,13
-32,-56,14
-30,-55,15
-22,-56,20
-20,-58,22
-17,-62,23
-19,-64,22
-20,-64,21
-21,-62,20
-22,-61,19
-24,-59,18
-25,-59,18
-22,-58,18
-20,-57,18
-18,-55,18
-20,-55,16
-20,-54,16
-21,-54,14
-22,-54,14
-24,-53,13
-26,-54,13
-27,-57,14
-27,-58,15
-24,-61,17
-21,-60,18
-20,-60,19
-21,-61,20
-22,-60,20
-23,-58,20
-23,-58,20
-21,-56,20
-22,-55,20
-23,-54,19
-24,-55,17
-24,-55,17
-23,-54,18
-23,-54,19
-24,-57,17
-24,-58,18
-23,-59,20
-21,-59,20
-21,-59,20
-22,-59,19
-22,-58,20
-23,-56,20
-22,-56,20
-22,-57,21
-21,-57,21
-20,-56,21
-22,-56,19
-22,-56,19
-21,-57,20
-20,-57,20
-19,-59,18
-20,-58,18
-21,-56,17
-21,-54,16
-24,-54,16
-25,-54,16
-24,-55,16
-22,-57,17
-21,-59,18
-21,-60,17
-22,-60,17
-23,-58,17
-23,-58,17
-24,-58,17
-24,-58,17
-24,-58,18
-24,-61,18
-24,-62,19
-22,-62,20
-21,-60,20
-22,-58,19
-22,-56,18
-22,-55,17
-23,-55,16
-23,-55,16
-24,-57,15
-24,-58,16
-23,-59,16
-23,-60,16
-22,-59,16
-21,-58,17
-21,-58,17
-21,-57,16
-21,-56,16
-22,-56,16
-22,-56,16
-21,-56,16
-21,-57,17
-21,-57,17
-22,-58,16
-22,-59,17
-23,-59,17
-23,-58,17
-23,-55,17
-23,-55,18
-23,-56,19
-22,-57,19
-22,-57,19
-23,-62,18
-24,-61,18
-25,-59,16
-26,-58,16
-27,-57,15
-27,-57,16
-26,-57,17
-24,-56,18
-23,-55,18
-22,-55,18
-21,-57,18
-22,-62,19
-22,-65,18
-22,-65,18
-21,-63,17
-21,-61,17
-21,-59,16
-21,-58,16
-20,-57,16
-20,-56,16
-20,-55,17
-20,-55,16
-20,-56,17
-20,-58,18
-20,-58,18
-20,-60,18
-20,-60,18
-21,-60,18
-21,-59,17
-22,-58,17
-22,-57,17
-22,-57,17
-23,-56,18
-23,-56,19
-23,-56,20
-22,-56,20
-22,-56,22
-20,-55,22
-18,-54,22
-19,-56,21
-21,-57,21
-25,-56,23
-25,-57,22
-25,-59,24
-24,-59,25
-20,-55,25
-18,-52,24
