1604513468.000000, 1604513468.000000, 1604513468.000000
32.000000, 32.000000, 32.000000
-55,-3,39
-59,-2,38
-49,2,37
-47,3,35
-46,3,35
-45,3,34
-45,4,34
-46,6,34
-48,5,34
-51,5,35
-56,5,37
-67,4,41
-69,8,44
-69,9,45
-67,12,44
-66,11,43
-61,10,41
-58,10,39
-54,10,35
-52,11,33
-49,11,32
-44,9,30
-43,9,30
-45,9,28
-45,7,28
-45,7,29
-47,8,29
-50,10,31
-53,11,34
-54,12,34
-58,13,35
-58,13,36
-58,14,36
-57,15,36
-57,15,36
-58,15,36
-59,14,35
-60,14,34
-59,15,34
-57,15,34
-56,14,33
-56,13,32
-55,13,32
-55,12,32
-54,12,32
-56,12,33
-57,10,34
-57,9,33
-57,11,32
-57,12,31
-56,12,31
-56,10,31
-57,8,31
-57,6,31
-55,4,32
-58,4,32
-56,5,32
-53,5,35
-54,5,35
-55,6,37
-55,5,37
-56,5,37
-57,3,36
-57,4,36
-55,6,38
-54,7,38
-56,9,38
-56,10,38
-56,11,37
-56,10,37
-55,9,37
-55,5,38
-55,3,38
-55,1,37
-55,1,36
-54,4,35
-54,6,34
-51,7,33
-52,5,35
-54,4,35
-54,5,35
-55,6,36
-56,8,36
-56,8,37
-57,6,40
-54,7,38
-56,7,31
-57,8,29
-57,8,27
-56,12,23
-56,14,21
-60,10,22
-60,-1,25
-56,2,27
-52,8,27
-57,5,20
-71,5,14
-72,6,14
-68,7,13
-67,7,12
-68,7,8
-69,6,6
-67,3,4
-67,1,3
-68,-3,2
-68,-3,1
-68,-2,1
-72,1,-5
-73,5,-8
-73,11,-12
-77,9,-15
-72,9,-14
-59,12,-11
-54,14,-11
-45,19,-12
-45,22,-14
-56,23,-19
-57,22,-19
-57,16,-22
-58,12,-24
-61,6,-22
-61,6,-21
-65,6,-21
-66,7,-20
-60,9,-20
-65,14,-27
-66,12,-26
-70,11,-22
-71,2,-9
-68,-4,-1
-63,-10,7
-63,-11,7
-63,-10,8
-64,-8,9
-62,-4,7
-63,-1,5
-66,5,1
-66,8,-4
-68,10,-8
-68,13,-11
-67,14,-12
-69,8,-12
-69,6,-11
-67,0,-8
-67,-2,-5
-67,-4,-2
-67,-6,1
-67,-8,3
-65,-9,5
-65,-8,4
-66,-3,3
-67,0,1
-63,3,1
-65,3,1
-68,-1,0
-66,-3,1
-67,-4,1
-67,-7,1
-66,-6,2
-67,-5,3
-68,-3,5
-67,-3,6
-65,-5,10
-64,-6,10
-53,-8,9
-58,-15,-1
-54,-25,8
-59,-15,-2
-60,-18,2
-56,-22,3
-65,-13,-6
-68,-10,-5
-70,-11,0
-78,-19,-3
-78,-22,-5
-76,-24,-7
-72,-22,-7
-63,-18,-6
-61,-19,-7
-60,-18,-8
-59,-18,-7
-59,-18,-6
-63,-17,-6
-64,-17,-6
-65,-16,-5
-65,-16,-4
-66,-16,-4
-65,-16,-5
-64,-16,-4
-63,-15,-5
-63,-14,-7
-64,-14,-6
-65,-16,-4
-65,-18,-5
-65,-19,-5
-64,-17,-2
-62,-15,-2
-62,-15,-1
-63,-16,-1
-63,-15,0
-62,-15,-2
-62,-16,-2
-63,-16,-2
-63,-16,-1
-65,-16,-2
-65,-18,-3
-66,-18,-4
-64,-18,-4
-64,-18,-4
-64,-18,-4
-64,-18,-4
-64,-18,-5
-64,-17,-5
-64,-17,-5
-63,-17,-5
-64,-17,-5
-64,-17,-6
-64,-17,-7
-64,-17,-7
-65,-18,-8
-66,-18,-6
-62,-17,-5
-63,-17,-5
-66,-18,-5
-64,-18,-3
-63,-17,-1
-62,-17,-1
-64,-17,-1
-63,-17,0
-64,-17,-1
-64,-17,-2
-64,-17,-2
-64,-17,-1
-64,-17,-1
-64,-17,-2
-64,-17,-2
-64,-16,-2
-65,-16,-2
-65,-16,-1
-64,-16,0
-64,-16,0
-64,-16,0
-64,-16,1
-63,-16,1
-64,-17,2
-62,-17,0
-65,-17,1
-64,-17,1
-65,-16,2
-63,-16,2
-65,-16,0
-67,-16,-1
-65,-16,-2
-61,-16,-2
-62,-16,-2
-63,-16,-2
-64,-17,-2
-63,-16,-2
-64,-16,-2
-65,-17,-2
-66,-17,-3
-65,-18,-3
-64,-17,-3
-64,-17,-3
-64,-16,-4
-63,-16,-3
-64,-16,-4
-64,-16,-3
-64,-16,-3
-65,-17,-4
-65,-17,-3
-64,-17,-4
-64,-17,-4
-64,-17,-4
-63,-17,-4
-64,-16,-3
-64,-17,-3
-64,-17,-3
-64,-17,-4
-64,-17,-4
-65,-18,-4
-65,-17,-4
-64,-18,-3
-64,-17,-3
-63,-17,-3
-63,-17,-3
-63,-17,-3
-64,-18,-3
-64,-17,-3
-63,-17,-3
-64,-17,-4
-65,-18,-4
-66,-18,-4
-65,-17,-4
-64,-17,-4
-63,-16,-4
