1605798322.000000, 1605798322.000000, 1605798322.000000
32.000000, 32.000000, 32.000000
-31,-25,50
-31,-26,50
-31,-26,50
-31,-26,50
-31,-26,50
-31,-26,50
-31,-26,50
-31,-26,49
-31,-26,50
-31,-26,49
-31,-26,49
-31,-26,50
-31,-26,49
-31,-26,49
-31,-26,49
-31,-26,50
-31,-26,50
-31,-25,49
-31,-25,50
-32,-26,50
-32,-26,50
-31,-25,50
-31,-25,50
-31,-25,50
-31,-26,49
-31,-26,50
-31,-26,49
-31,-26,50
-31,-26,49
-31,-26,50
-31,-26,50
-31,-25,50
-31,-26,49
-31,-26,50
-31,-26,49
-31,-26,49
-31,-26,50
-31,-26,50
-31,-26,50
-31,-26,50
-31,-25,49
-31,-25,49
-31,-26,49
-32,-26,50
-31,-26,49
-31,-25,49
-31,-26,49
-31,-26,49
-31,-26,50
-31,-25,50
-31,-26,50
-31,-26,50
-31,-26,50
-31,-26,50
-31,-25,49
-31,-25,50
-31,-25,49
-32,-26,49
-32,-26,49
-31,-26,49
-31,-25,49
-31,-26,50
-31,-25,49
-31,-25,50
-31,-25,49
-31,-26,50
-31,-26,49
-31,-26,49
-31,-25,49
-31,-25,49
-31,-26,49
-31,-26,49
-31,-25,50
-31,-26,50
-31,-25,50
-31,-26,50
-31,-26,50
-31,-25,50
-31,-25,50
-31,-25,50
-32,-25,49
-31,-25,50
-31,-25,50
-31,-25,50
-31,-26,50
-31,-25,49
-31,-25,50
-31,-26,50
-31,-25,50
-31,-25,50
-31,-25,49
-31,-25,50
-31,-25,50
-31,-25,49
-31,-25,50
-31,-25,50
-31,-25,49
-31,-25,50
-31,-26,49
-31,-26,49
-31,-25,49
-31,-26,49
-30,-26,49
-31,-26,49
-31,-26,48
-31,-26,48
-31,-26,48
-31,-26,48
-32,-26,48
-32,-26,50
-33,-26,50
-33,-26,50
-32,-27,50
-32,-27,50
-32,-27,49
-32,-27,48
-31,-28,48
-32,-29,47
-34,-28,46
-31,-27,45
-32,-27,45
-32,-27,45
-31,-27,45
-31,-27,46
-31,-28,46
-31,-29,46
-32,-30,46
-33,-29,47
-33,-30,48
-33,-31,49
-34,-31,48
-33,-32,48
-33,-31,48
-33,-31,47
-33,-32,47
-34,-32,44
-34,-33,43
-33,-33,38
-34,-32,36
-37,-29,35
-36,-29,35
-37,-29,38
-38,-29,40
-38,-32,44
-39,-34,47
-40,-35,48
-39,-36,50
-39,-36,50
-40,-36,49
-39,-36,48
-38,-34,46
-37,-33,44
-37,-34,44
-38,-34,43
-38,-33,42
-38,-31,43
-38,-31,43
-37,-32,42
-37,-31,43
-37,-31,43
-35,-30,44
-35,-30,43
-34,-30,43
-34,-30,43
-35,-29,41
-35,-28,40
-35,-28,39
-35,-27,38
-36,-27,38
-35,-28,41
-35,-27,41
-36,-28,45
-36,-28,46
-37,-28,48
-36,-29,49
-37,-29,49
-37,-29,48
-37,-29,48
-37,-28,47
-37,-29,46
-37,-28,46
-37,-28,45
-35,-28,45
-35,-28,45
-36,-28,44
-36,-28,43
-37,-28,43
-36,-26,44
-35,-27,45
-35,-27,46
-36,-27,46
-36,-28,47
-36,-28,47
-36,-28,47
-36,-28,47
-35,-28,47
-36,-28,46
-35,-27,46
-35,-27,46
-35,-27,45
-36,-27,45
-36,-28,45
-36,-27,45
-36,-27,45
-35,-27,46
-35,-27,46
-35,-27,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-27,46
-35,-28,47
-35,-28,47
-35,-28,47
-35,-27,46
-35,-27,47
-35,-27,46
-35,-27,46
-35,-27,46
-35,-27,46
-35,-27,46
-35,-27,46
-35,-27,46
-35,-27,46
-35,-27,46
-35,-27,46
-35,-27,46
-35,-27,46
-35,-27,46
-35,-28,46
-35,-28,46
-35,-27,46
-35,-27,46
-35,-27,46
-36,-28,46
-36,-28,46
-36,-28,45
-36,-28,46
-35,-27,46
-36,-28,45
-36,-27,45
-35,-27,45
-36,-27,46
-36,-28,46
-36,-28,46
-37,-28,46
-36,-28,46
-36,-28,46
-36,-28,45
-36,-28,46
-36,-28,46
-36,-28,46
-36,-29,46
-36,-29,46
-36,-28,46
-36,-28,46
-36,-29,46
-36,-29,46
-36,-28,46
-36,-28,46
-36,-28,45
-35,-28,45
-35,-28,45
-35,-28,45
-35,-28,45
-35,-28,45
-36,-28,45
-36,-28,45
-35,-28,45
-35,-28,45
-35,-28,45
-35,-28,46
-35,-28,46
-35,-28,46
-36,-28,46
-36,-28,46
-35,-28,46
-36,-28,46
-36,-28,46
-36,-28,46
-36,-28,46
-36,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-27,46
-35,-28,46
-36,-28,46
-36,-28,45
-36,-28,46
-36,-28,46
-35,-28,46
-35,-27,46
-35,-28,46
-35,-28,46
-36,-28,46
-36,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,45
-35,-28,45
-35,-28,46
-35,-28,46
-35,-27,46
-35,-28,46
-35,-28,46
-36,-27,46
-35,-27,46
-35,-28,46
-36,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-27,46
-35,-28,45
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-27,46
-35,-28,46
-35,-27,46
-35,-27,46
-35,-27,46
-35,-27,46
-35,-28,46
-36,-28,46
-35,-27,46
-35,-28,46
-35,-27,46
-35,-28,46
-35,-27,46
-35,-28,46
-35,-27,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-27,46
-35,-28,46
-35,-28,46
-35,-27,46
-35,-27,46
-35,-27,46
-36,-27,46
-35,-28,47
-35,-28,46
-36,-28,46
-35,-27,46
-35,-27,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-34,-28,46
-35,-28,46
-35,-27,46
-35,-28,46
-35,-27,46
-35,-28,46
-35,-27,46
-35,-28,46
-35,-28,46
-35,-27,45
-35,-28,46
-35,-27,46
-35,-27,46
-35,-28,46
-35,-28,46
-35,-28,47
-35,-28,47
-35,-28,47
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,46
-35,-28,45
-37,-28,44
-37,-28,44
-35,-28,45
-35,-28,45
-36,-28,44
-37,-28,44
-36,-28,44
-37,-30,44
-39,-30,43
-40,-30,42
-41,-30,41
